numbers,app_name,size_bytes,price,all_ratings,current_ver__ratings,avg_user_rating,current_user_rating,latest_version,age_rating,genre,num_devices_sup,num_screenshot,num_languages
6624,極寒スライダー,86067200,0,0,0,0,0,1.0.0,4+,Games,38,4,1
6625,Evolution Calculator - CP & XP - for Pokemon GO!,19608576,0,9269,5,5,1,1.2.3,4+,Utilities,37,2,1
6626,Mr. Robot:1.51exfiltrati0n.ipa,66592768,2.99,459,82,3.5,3,1.0.6,17+,Games,40,5,1
6627,Offline IV Calc for Pokemon GO,47483904,0,82,1,3.5,1,3.7.0,9+,Games,37,0,2
6628,Wire de Coins 2,59320320,0,2,2,4.5,4.5,1.1,4+,Games,40,5,2
6629,PokeExplorer - Realtime Map for Pokemon GO,46682112,0,672,33,4,3.5,1.0.7,4+,Entertainment,37,2,1
6630,Dustoff Heli Rescue 2,424078336,0,754,49,4.5,4.5,1.3.1,12+,Games,38,5,1
6631,Emergency Surgery Simulator - Doctor Game FOR FREE,72299520,0,10,10,3,3,1.0.0,12+,Games,40,5,2
6632,Nature Cat's Great Outdoors,291833856,0,31,3,4,5,1.0.2,4+,Education,37,5,1
6633,Premier League - Official App,74441728,0,791,2,3.5,5,1.0.31,12+,Sports,37,5,1
6634,PIXUSかんたん年賀状,34751488,0,0,0,0,0,1.0.7,4+,Lifestyle,37,0,2
6635,BLEACH 公式連載アプリ〜BLEACHの漫画が毎週１巻読めるアプリ〜,36003840,0,0,0,0,0,1.1.3,4+,Book,38,3,1
6636,謎解き[緋色探偵社と100の推理]メッセージアプリ風ノベルゲーム,26896384,0,0,0,0,0,1.3.1,9+,Book,37,0,1
6637,Bounce Balls - Strike Game,52915200,0,2,2,1,1,1.1,4+,Games,40,4,1
6638,【謎解き推理】意味が分かると怖い話-この怖い話を謎解き、怪談を読み解けるか…,35741696,0,0,0,0,0,1.0.4,12+,Book,37,0,1
6639,Lifeline: Halfway to Infinity,53539840,2.99,194,194,4.5,4.5,1,4+,Games,37,5,8
6640,She Works HIS Way,38077440,2.99,24,11,5,5,1.0.4,4+,Lifestyle,37,5,1
6641,Drakomon GO - 3D Monster Battle Game,310630400,1.99,50,9,4.5,3.5,1.2.1,9+,Games,37,3,1
6642,My NBA 2K17,484489216,0,1784,161,3,3,1.0.243903,4+,Games,37,5,1
6643,プログレッシブ ロシア語辞典,141969408,23.99,0,0,0,0,1.1,4+,Reference,37,5,2
6644,[GP]SLOT魔法少女まどかマギカ(パチスロゲーム),2808324096,0,0,0,0,0,1.0.0,12+,Games,38,0,1
6645,Super Adventures World HD,86316032,0,15,4,4,4.5,1.6,4+,Games,40,5,1
6646,Offroad 4x4 Truck Trials Parking Simulator 2 a Real Stunt Car Driving Racing Sim,294790144,0,121,121,4,4,1,4+,Games,38,5,1
6647,Moonvale 2: Puzzle Adventure,99665920,0,64,1,4,1,1.1.3,4+,Games,38,5,6
6648,脱出ゲーム　Cottage,151880704,0,1,1,5,5,1.0.0,4+,Games,38,5,1
6649,VeeR VR - Virtual Reality,130640896,0,241,1,4,1,1.8.5,12+,Entertainment,37,0,2
6650,[GP]ハナハナホウオウ-30(パチスロゲーム),62540800,0,0,0,0,0,1.0.2,12+,Games,40,0,1
6651,Gymnastics Girl Jump American Athlete sports PRO,38723584,2.99,5,3,3,3.5,1.4,4+,Games,40,4,1
6652,LOOKS - Real Makeup Camera,73741312,0,25,2,3.5,2,1.3.4,4+,Photo & Video,37,4,8
6653,シカクイズ -暇つぶしマンガアニメ映画クイズ-暇つぶしに最適,38784000,0,0,0,0,0,1.0.0,4+,Games,37,0,2
6654,意味が分かると怖い話-この意味怖を謎解きできるか…【謎解き意味怖】,46019584,0,0,0,0,0,1.0.4,12+,Book,37,0,1
6655,Solitaire ▪,97139712,0,258,32,4.5,5,1.4,4+,Games,37,2,15
6656,MANSION MAPS for Minecraft PE - The Best Maps for Minecraft Pocket Edition (MCPE),92536832,0,2720,2720,4,4,1,4+,Entertainment,37,4,1
6657,Hidden my game by mom - escape room,36419584,0,311,16,5,4.5,1.0.2,9+,Games,40,3,12
6658,⋆Solitaire⋆,44193792,0,2059,590,5,4.5,1.1.3,4+,Games,37,5,15
6659,Hell Run - Scary Road,15490048,0,39,39,2.5,2.5,1,4+,Games,40,4,1
6660,Lock The Block,199593984,0,49,22,3,3,1.7,4+,Games,37,5,22
6661,The Manga Works,185210880,4.99,19,15,4.5,4.5,1.0.1,4+,Games,38,5,1
6662,Shot Tracer,302747648,6.99,98,9,2,4,5.5,4+,Sports,37,5,1
6663,Infinity Duels,68217856,0.99,0,0,0,0,2.7,12+,Games,40,5,3
6664,Super Cat Tales,64337920,0,7423,7421,5,5,1.1,4+,Games,38,5,16
6665,Mini Games Maps for Minecraft PE - The Best Maps for Minecraft Pocket Edition (MCPE),93831168,0,943,943,4,4,1,4+,Entertainment,37,4,1
6666,Colt Express,762607616,2.99,36,5,4,4,1.3,9+,Games,37,5,5
6667,*Solitaire*,124961792,0,460,10,4.5,4.5,2.3.1,4+,Games,37,5,1
6668,Ketchapp Summer Sports,64692224,0,3731,1248,4.5,4.5,2,4+,Games,38,5,1
6669,VR Tube - Virtual Reality 360 Video Player,11880448,0,4142,103,4,4,4.3,17+,Photo & Video,37,4,11
6670,Tiny Memories - Photo Editor for Baby Pics,42786816,4.99,171,55,4.5,5,1.4,4+,Photo & Video,37,5,11
6671,Baby Skins and Aphmau Skins and Boy Skins and Girl Skins For Minecraft PE,19434496,0,610,359,4.5,4.5,1.1,4+,Lifestyle,37,4,1
6672,Dark Parables: Goldilocks and Fallen Star (Full),1178562560,6.99,127,127,4.5,4.5,1.0.0,9+,Games,37,5,5
6673,Hillarymon Go,78057472,0,209,208,3,3.5,1.1,4+,Games,40,2,1
6674,ClickTogether,75487232,0.99,74,10,4,4.5,1.0.2,4+,Entertainment,37,3,1
6675,Flappy Golf 2,131863552,0,1089,327,4,4,2.0.1,4+,Games,37,5,11
6676,Gravity Trump,32374784,0,647,35,4,4.5,1.0.1,4+,Games,37,5,1
6677,Wire Bounce,96992256,0,279,22,4.5,4.5,2.1,4+,Games,37,3,1
6678,戦国乙女2～深淵に輝く気高き将星～,3968637952,7.99,0,0,0,0,1.0.3,12+,Games,38,0,1
6679,Yogemoji - The Yoga Emoji Keyboard,69150720,0.99,19,6,3,3.5,1.0.3,4+,Health & Fitness,37,0,1
6680,Higher Higher!,22544384,0,2241,422,4.5,4.5,1.2,4+,Games,38,5,1
6681,"Tinkerblocks – code, create, play",185029632,1.99,1,1,1,1,1.0.0,4+,Education,37,5,12
6682,Duel Master - Best Duelist,228511744,0,871,871,4.5,4.5,1.0.0,9+,Games,38,5,3
6683,Trail Jump,15518720,0,1,1,4,4,1,4+,Games,40,4,1
6684,Mushroom Wars 2,1309380608,0,871,33,3,3.5,2.0.0,4+,Games,25,5,1
6685,PokéFind - IV & CP Calculator and Map for Poké GO,139862016,0,591,3,4,3.5,1.25,4+,Utilities,37,5,1
6686,HauntedPic,89677824,0.99,5,0,5,0,1.2,9+,Entertainment,37,0,1
6687,Whataburger,133352448,0,197,17,3,1.5,1.3.1,4+,Food & Drink,37,0,1
6688,Escape from the living room during the Obon holiday.,101866496,0,3,3,4,4,1,4+,Games,38,5,1
6689,Tricky Test 2™: Genius Brain?,134669312,0,45578,19952,5,5,5.1,4+,Games,38,5,1
6690,まるみえ！性教育ふしぎ発見-クイズで学ぶ保健体育,41731072,0,0,0,0,0,1.0.0,17+,Education,37,0,2
6691,頭の回転をはやくする！脳トレ！Blackhole,53537792,0,0,0,0,0,1.2,4+,Games,38,4,1
6692,New York City Car Taxi and Bus Parking Simulator,263579648,0,185,169,4,4,1.0.1,4+,Games,37,5,1
6693,Hot Wheels: Race Off,245804032,0,3141,280,4.5,4.5,1.1.5768,4+,Games,37,5,11
6694,Wrestlemoji,7441408,0.99,19,19,4,4,1,12+,Sports,37,4,1
6695,Moana: Rhythm Run,238605312,6.99,53,48,3,2.5,1.1,4+,Entertainment,40,5,1
6696,Flappy Marine,3132416,0.99,2,2,5,5,1.2,12+,Games,37,0,1
6697,Rusty Lake: Roots,100598784,2.99,156,116,4.5,4.5,1.1.5,12+,Games,40,5,14
6698,ANY GIVEN EMOJI,47082496,1.99,28,1,3,1,1.0.3,4+,Entertainment,37,0,1
6699,Red Dwarf XI : The Game,171978752,1.99,22,2,4.5,4.5,1.42,12+,Games,37,5,1
6700,ROAD -escape game-,74856448,0,2,2,5,5,1,4+,Games,40,5,1
6701,Shadow Bug Rush,285643776,0,187,26,4.5,4,1.2,12+,Games,38,5,11
6702,At the Zoo With Grandma and Grandpa,112182272,2.99,6,1,5,5,1.2,4+,Education,37,5,1
6703,PokeVision Live Radar Alert & Notifications for Pokemon Go Gear,44673024,1.99,91,91,2.5,2.5,1,4+,Productivity,37,3,7
6704,DK Live – Fantasy Sports Play by Play and News,81046528,0,416,3,4.5,2,1.5.4,17+,Sports,37,0,1
6705,Dashy the Cat,83433472,0,39,24,3,3,1.0.1,4+,Games,40,5,1
6706,Phantasmat: Behind the Mask (Full),964245504,6.99,62,62,4.5,4.5,1.0.0,9+,Games,37,5,5
6707,Bob Mod,19609600,1.99,9,9,2,2,2,4+,Games,38,3,1
6708,Spirit Rush,102096896,0,47,27,3.5,4,1.1,4+,Games,37,5,1
6709,Lip Sync Battle App,124694528,0,195,0,3.5,0,1.3.3,12+,Entertainment,37,4,17
6710,パチスロ デビル メイ クライ クロス,3148132352,11.99,0,0,0,0,1.0.0,12+,Games,40,0,1
6711,Crazy Nursery - Newborn Baby Doctor Care,97512448,0,76,35,4,4,1.2,4+,Games,38,5,11
6712,Smart Baby Shapes FOOD: Fun Jigsaw Puzzles and Learning Games for toddlers & little kids,26571776,2.99,3,3,4.5,4.5,1,4+,Games,38,5,7
6713,VR Water Park:Water Stunt & Ride For VirtualGlasse,107465728,0,74,18,2,1.5,24,4+,Games,40,5,1
6714,Tropical Twist,75849728,0,982,10,4.5,4.5,1.16.0,4+,Games,38,5,9
6715,Spoofr — GPS & Location Simulator,1210368,1.99,2,2,1,1,1,4+,Games,37,5,1
6716,Cadenza: Havana Nights (Full),969881600,6.99,61,61,4,4,1.0.0,9+,Games,37,5,4
6717,Auto IV Calc for PokemonGO,120930304,0,0,0,0,0,1.7.5,9+,Games,37,0,2
6718,Visionn - Real Time Artistic Photo & Video Effects,25473024,1.99,64,30,4.5,4,1.3.9,4+,Photo & Video,25,5,10
6719,Narcos: Cartel Wars,178887680,0,4490,15,4.5,4.5,1.1.13,12+,Games,38,5,7
6720,Fired Up,76398592,0,115,47,3,3.5,1.0.1,9+,Games,38,5,1
6721,脱出ゲーム　カリスマブラザーズのワクワク女子寮脱出大作戦,216435712,0,0,0,0,0,1.0.3,9+,Games,37,4,1
6722,Jumps - Jumping on Pillars Game,12045312,0,35,35,3.5,3.5,1,4+,Games,40,4,1
6723,Slots of Vegas - Play Free Casino slot machines!,131643392,0,6,4,2.5,3.5,1.04,17+,Games,37,0,1
6724,Run From Trump,167212032,0,172,23,4,3.5,6.0.0,12+,Games,37,1,1
6725,Moji Me™,129187840,0.99,46,31,3.5,4,1.0.2,9+,Entertainment,37,0,1
6726,Offline Auto IV Calc for Pokemon GO,126790656,0,137,4,4.5,5,3.4,9+,Games,37,3,2
6727,Water Bottle Flip Challenge,21496832,0,868,269,4,4,1.0.7,4+,Games,40,2,1
6728,One More Spin! - Free Vegas Casino Slots,127716352,0,1,1,1,1,1.04,17+,Games,37,0,1
6729,Water Bottle Flip Challenge - 2k16 Pro!,74035200,0,167,12,3,3,4,4+,Games,38,5,1
6730,STUGGOJI,57677824,0.99,0,0,0,0,1.1,17+,Utilities,37,0,1
6731,Slip Away Mystify,138277888,2.99,29,0,4,0,1.1,4+,Games,37,5,1
6732,Idle Armies,77953024,0,2015,26,4.5,5,1.175,12+,Games,37,5,1
6733,Jrump,272778240,0,116,6,4,4.5,1.0.6,9+,Games,40,1,1
6734,The Krustashians,57183232,0,6,0,4.5,0,1.3,4+,Games,38,5,1
6735,エレメンタル ファンタジー - 高精細３ＤアクションＲＰＧ,173584384,0,17,0,5,0,0.17.518,12+,Games,38,5,1
6736,Tentacles - Enter the Mind,197963776,0,159,24,3.5,3,1.2.0,9+,Games,37,5,10
6737,"Spa Birthday Party - Nails, Hair, Dress Up & Cake",116488192,0,122,25,4,4,1.4,4+,Games,38,5,11
6738,Dreamdays Countdown IV: count down to days matter,68038656,0.99,100,6,4.5,3.5,4.1,4+,Utilities,37,0,12
6739,REmojis Keyboard,99468288,0.99,30,5,2.5,1,1.3,4+,Utilities,37,4,1
6740,Hoverboard Rush Racing Simulator -Hover Board Game,41241600,0,17,0,3.5,0,1.2.2,4+,Games,37,2,1
6741,Color 6: Blitz,87324672,0,53,0,4,0,1.0.4,4+,Games,37,5,1
6742,Putty 3D,19080192,4.99,77,32,4.5,5,1.3.2,4+,Entertainment,25,4,8
6743,FaZes - Run & Jump,45919232,0,322,36,4.5,4,2.4,4+,Games,40,0,1
6744,Faily Rider,152148992,0,544,55,4,4,1.07,9+,Games,38,4,18
6745,大人がハマる脳トレ！ぷるるん～頭が良くなる一筆書きパズル～,104089600,0,0,0,0,0,1.1.5,4+,Games,37,0,1
6746,Super Mario Run,194245632,0,87958,370,2.5,4,2.1.1,4+,Games,37,5,11
6747,Escape the Ice Cream Parlor,34050048,0,5,5,4,4,1,4+,Games,40,0,2
6748,Bus Simulator PRO 2017,546985984,3.99,78,64,3.5,3.5,1.1,4+,Games,38,5,1
6749,Boo - The World's Cutest Dog Game!,236668928,0,521,136,4.5,4.5,1.3,4+,Games,38,5,11
6750,Strawberry Shortcake Holiday Hair - Fashion World,413144064,0,795,144,4,4.5,1.2,4+,Entertainment,38,5,9
6751,Vikings: an Archer's Journey,130727936,2.99,94,32,4.5,4.5,1.3,9+,Games,37,5,11
6752,Drifty Chase,189778944,0,1631,40,4.5,4,1.7,9+,Games,37,5,1
6753,Bonk! Presented by The Tonight Show Starring Jimmy Fallon,104864768,0,279,30,3.5,4,1.0.1,4+,Entertainment,37,5,1
6754,Flow Free: Hexes,20476928,0,2791,55,5,5,1.3,4+,Games,38,5,11
6755,Masky,156213248,0,69,25,4.5,4,1.2,4+,Games,40,5,1
6756,Golfmoji - Golf Emojis and Stickers,52090880,0.99,0,0,0,0,2.05,12+,Entertainment,37,5,1
6757,Eggggg - The Platform Puker,366030848,2.99,446,323,4.5,4.5,1.5.3,9+,Games,37,5,13
6758,Concrete Jungle,256277504,4.99,44,4,4.5,5,1.18,12+,Games,37,5,1
6759,Defend Pizzeria Craft Shop,17582080,1.99,11,11,1,1,1.1,4+,Games,38,3,1
6760,Huetopia,10219520,0.99,4,4,5,5,1.0.1,4+,Games,38,4,1
6761,White Tiles 4: Piano Master (All mini games in 1),94298112,0,3168,145,4.5,4.5,4.96.1,4+,Games,38,5,2
6762,Zip—Zap,17095680,1.99,3711,3307,5,5,2.02,4+,Games,40,3,10
6763,Flud.,9238528,0.99,15,15,3.5,3.5,1.1.2,4+,Games,38,4,11
6764,ThemeBoss - Live Wallpapers,139218944,1.99,152,2,2.5,3,1.2.5,4+,Lifestyle,37,0,12
6765,Monster Craft GO - Find and Catch pixelmon CarToon,35549184,0,4808,1503,4.5,5,1.8,4+,Games,37,4,1
6766,Dierks Bentley Lyric Keyboard + Emojis,91759616,1.99,41,0,5,0,1.0.5,9+,Utilities,37,3,1
6767,My Teacher - School Classroom Play & Learn,123944960,0,234,24,4,4,1.3,4+,Games,38,5,10
6768,Hill Climb Racing 2,120797184,0,33854,732,4.5,4.5,1.5.1,9+,Games,37,5,1
6769,Infinite Painter,22405120,0,65,21,4,4,1.5,4+,Productivity,24,5,1
6770,Dog Sled Saga,79204352,3.99,155,50,4,4.5,1.0.6,4+,Games,37,5,1
6771,Bold Moves,226617344,0,4980,433,4.5,4,1.1,4+,Games,37,5,1
6772,"Philm-Video&Photo Editor,REAL-TIME Magic Filter",90322944,0,103,0,4,0,1.4.0,4+,Photo & Video,38,0,3
6773,パチスロ ガールズ＆パンツァー,3975609344,9.99,0,0,0,0,1.0.2,12+,Games,38,0,1
6774,全民打金币——爽快的正版放置手游,83985408,0,0,0,0,0,1.6,12+,Games,40,5,1
6775,森林舞会-3d画面刺激的娱乐城游戏,87440384,0,0,0,0,0,1,17+,Games,38,0,2
6776,Stony Road,106221568,0,373,155,4,4,1.1,4+,Games,40,5,1
6777,Star Wars™ Force Band™ by Sphero,559704064,0,215,178,4.5,4.5,1.0.6,4+,Entertainment,35,4,1
6778,Tongo Music - for kids and families,405502976,1.99,37,4,4,4.5,1.3.,4+,Education,40,5,13
6779,The Trail,542597120,0,12573,372,4,4.5,1.6,9+,Games,25,5,1
6780,Bubble Island 2 - Pop Bubble Shooter,242101248,0,3480,67,4.5,5,1.14.9,4+,Games,37,5,15
6781,Tidal Rider,85362688,0,284,2,4,4.5,1.4,4+,Games,38,5,1
6782,Don't Starve: Shipwrecked,633698304,4.99,495,55,3.5,3.5,1.5,9+,Games,25,5,1
6783,"Invisible, Inc.",536311808,4.99,86,20,4.5,4.5,1.1,12+,Games,16,5,1
6784,NFL Rush Gameday,824104960,0,272,10,4,5,1.4.2,4+,Sports,37,5,1
6785,ARP ODYSSEi,105809920,29.99,110,38,4.5,4.5,1.0.3,4+,Music,25,5,2
6786,European War 5: Empire,127559680,0,104,41,4,4,1.2.2,9+,Games,37,5,5
6787,Digiposte +,106643456,0,0,0,0,0,1.4,4+,Productivity,37,5,2
6788,Clashy Colors,20506624,0,854,850,5,5,1.1,4+,Games,38,4,1
6789,ピンポンファイター - 卓球王にオレはなるっ！！,47551488,0,0,0,0,0,2.0.2,4+,Games,37,3,2
6790,Timepage for iPad – Calendar by Moleskine,85417984,6.99,69,0,3.5,0,1.6.1,4+,Productivity,24,5,7
6791,Limo Driving School a Valet Driver License Test Parking Simulator,288715776,0,38,26,3.5,4,1.1,4+,Games,38,5,1
6792,Knights Fight: Medieval Arena,479453184,0,1501,141,4,4,1.0.11,12+,Games,38,5,1
6793,Cosmolander - Missions in the Solar System,369460224,2.99,9,0,2.5,0,2.0.1,4+,Education,37,5,6
6794,Siralim 2 (RPG / Roguelike),150971392,4.99,44,0,4,0,2.4.1,12+,Games,37,5,1
6795,Osteya: Adventures,65756160,0,107,5,3.5,5,2.0.2,9+,Games,37,5,1
6796,Lifeline: Flatline,147597312,1.99,207,161,4.5,4.5,1.0.2,9+,Games,37,4,6
6797,Secrets of the Dark: The Flower of Shadow (Full),903281664,6.99,32,32,3.5,3.5,1.0.0,9+,Games,24,5,3
6798,FOX Sports VR,405783552,0,81,0,3,0,1.9,4+,Sports,37,4,1
6799,FFmoji 2016 - Your Fantasy Football Emoji Keyboard,16068608,0,0,0,0,0,1.1,12+,Sports,37,5,1
6800,BurbuMoji,20556800,0.99,45,9,3,2,1.2.0,12+,Entertainment,37,0,1
6801,Ketchapp Tennis,167264256,0,830,830,4,4,1,4+,Games,38,5,4
6802,Bully: Anniversary Edition,2413393920,6.99,1334,305,4.5,4.5,1.04,12+,Games,37,5,7
6803,Hide it Hillary!,23513088,0.99,23,5,5,5,1.5.0,9+,Games,40,0,1
6804,My PriceQuote,21143552,6.99,21,0,4.5,0,1.2.6,4+,Productivity,37,3,1
6805,Roofbot: Puzzler On The Roof,156247040,2.99,625,589,4.5,4.5,1.1.1,4+,Games,37,5,11
6806,Parallyzed: Surreal Platform Runner,235838464,2.99,38,16,4.5,4.5,1.1.1,9+,Games,37,5,10
6807,Tamotions by Tami Roman,7330816,0.99,61,61,4.5,4.5,1.1,17+,Entertainment,37,0,1
6808,niconico ch,55334912,0,0,0,0,0,1.0.9,17+,Social Networking,37,0,2
6809,Uber优步中国,51692544,0,2,2,1,1,4.8.19,4+,Travel,37,0,1
6810,My Town : Preschool,386007040,2.99,61,61,4.5,4.5,1,4+,Education,38,5,1
6811,Rubin.io,34772992,0,16,2,2.5,3,1.1,4+,Games,37,5,1
6812,NHL SuperCard 2K17,426580992,0,116,4,3.5,5,1.04,4+,Games,37,5,4
6813,意味が分かると怖い話【意味怖】-この怖い話の意味が分かるか…,54333440,0,0,0,0,0,1.0.4,12+,Book,37,0,1
6814,"Super Fashion Show - Girls Makeup, Dressup Games",97480704,0,125,125,4.5,4.5,1,4+,Games,43,5,2
6815,Evil Zombie Graveyard Apocalypse Shooting VR Games,129430528,0,22,0,3.5,0,1.7,17+,Games,40,5,17
6816,Nekosan,49047552,0,905,163,4.5,4.5,1.7,4+,Games,37,5,14
6817,Jelly Blast: New Exciting Match 3,158268416,0,2557,405,4.5,4.5,4.2.0,4+,Games,40,5,1
6818,FunBridge Quiz 3,34081792,8.99,3,3,3.5,3.5,1.2.0,4+,Games,37,5,2
6819,Midnight Calling: Jeronimo,751140864,0,127,127,4.5,4.5,1.0.0,9+,Games,37,5,5
6820,Christmas Stories: The Gift of the Magi,704336896,0,227,120,4.5,4.5,1.0.2,9+,Games,37,5,5
6821,Crystal Rush! Color Shoot Arcade Game,133867520,0,81,4,4,5,1.4,9+,Games,37,4,1
6822,Break Liner,136130560,0,721,349,4,4,1.1.1,4+,Games,38,5,1
6823,Facetune 2,141808640,0,1009,12,3,3.5,1.5,4+,Photo & Video,25,5,12
6824,"Grandpa, what the fone?",58182656,0,14,14,4,4,1.4.1,12+,Games,37,4,3
6825,BeetMoji,13500416,1.99,244,84,2.5,2.5,1.0.2,12+,Entertainment,37,4,1
6826,战歌联萌-新英雄登场 惊喜嘉年华,253259776,0,0,0,0,0,1.1,9+,Games,40,5,1
6827,Baby Panda's Carnival,131486720,0,6,1,4.5,3,9.12.0000,4+,Education,38,5,12
6828,Intuition Guidances,66417664,0,0,0,0,0,1.1,17+,Health & Fitness,37,3,1
6829,Puzzlepops! Trick or Treat,151424000,0,61,49,4,4,1.0.2,9+,Games,37,5,5
6830,Twisty Board,117156864,0,800,49,4.5,4.5,1.18,4+,Games,37,4,1
6831,splix.io!,70096896,0,415,116,3,2.5,1.5,4+,Games,40,5,1
6832,Toon Shooters 2: The Freelancers,245209088,0,101,8,4,4.5,2.06,9+,Games,37,5,1
6833,大人のためのかわいいお買い物アプリSUCRESIA(シュクレシア）,48518144,0,0,0,0,0,1.1.7,4+,Shopping,37,0,1
6834,Fox Tales - Story Book for Kids,242819072,1.99,16,16,4,4,1,4+,Book,40,5,6
6835,Soccer 17,131052544,2.99,29,29,1.5,1.5,1.1.0,4+,Games,40,5,1
6836,こち亀 公式連載アプリ〜こち亀の漫画が読めるアプリ〜,34743296,0,0,0,0,0,1.1.5,4+,Book,37,2,1
6837,脱出ゲーム　In My Heart,160161792,0,1,1,1,1,1.0.0,4+,Games,38,5,1
6838,Landix.io Online,110459904,0,405,48,4.5,4,2.1.2,4+,Games,37,5,1
6839,Conduct THIS!,221721600,0,116,7,4,4.5,1.5.3,4+,Games,37,5,1
6840,Jeremstar box,43215872,0,1,1,5,5,1.5.1,9+,Entertainment,37,1,1
6841,Not Karlton Banks Emojis by Eboticons,45600768,1.99,121,7,4,4.5,4.8,17+,Social Networking,37,0,1
6842,Snake splix,70274048,0,155,49,3,3.5,6,4+,Games,38,5,1
6843,Sight Word Games,41961472,2.99,0,0,0,0,1.3,4+,Education,40,5,1
6844,Slots - Lucky Win Casino Games & Slot Machines,117479424,0,3807,24,5,4.5,1.2.5,12+,Games,40,5,1
6845,Order's Up,79126528,0,188,13,4,4.5,1.1,4+,Games,38,5,11
6846,Grumpy Cat's Worst Game Ever,138964992,0,5170,154,5,5,1.4.2,4+,Games,37,5,1
6847,Twin Moons Society™: Hidden Mystery,83590144,0,6219,1510,4,4.5,0.4.400,4+,Games,24,5,11
6848,Nibmoji: Political Emojis,9701376,0,30,11,3,2.5,1.0.1,17+,Entertainment,37,3,1
6849,String Rush,42434560,0,606,324,4,4,1.1,4+,Games,38,5,1
6850,Advent Calendar 2017 - The Game,48111616,0,5,0,3,0,1.2,4+,Games,37,5,1
6851,吕布帮帮忙-三国策略卡牌，指间微操轻松畅玩,145248256,0,0,0,0,0,1.0.0,9+,Games,40,5,1
6852,凤凰新闻(专业版)-有料的军事新闻、娱乐短视频,67361792,0.99,0,0,0,0,5.5.6,17+,News,37,0,2
6853,Despicable Bear - Top Beat Action Game,218849280,0,8872,728,5,4.5,1.2,17+,Games,37,5,1
6854,KEVMOJI by Kevin Hart,22587392,1.99,302,301,4,4,1.2,17+,Utilities,37,0,1
6855,Sticklings,155706368,0,79,71,4,4,1.1.1,4+,Games,38,5,1
6856,Black - Live Wallpapers,84504576,1.99,158,59,4,4.5,1.3.7,4+,Lifestyle,37,0,11
6857,MyFLO Period Tracker by FLO Living LLC,64217088,1.99,145,30,4,3,1.2,12+,Health & Fitness,38,5,1
6858,NZ vs Loons,189247488,1.99,0,0,0,0,1.3,4+,Games,37,5,1
6859,武神战纪OL-热血三国志国战手游,705442816,0.99,0,0,0,0,1.5.8,12+,Games,38,5,1
6860,Political Knockout PKO Presidential Fight,108646400,0,15,7,4,4.5,1.4,12+,Games,37,4,1
6861,Mine Blitz,29322240,0,2541,992,4.5,4.5,1.2,4+,Games,38,4,1
6862,Demon's Rise 2: Lords of Chaos,2205314048,7.99,39,11,4.5,4,1.31,12+,Games,37,5,1
6863,微软识花,175406080,0,9,4,4,4,1.09,4+,Entertainment,37,5,2
6864,Crooked Path: Infinity Run,97175552,0,318,52,4,4.5,1.15,4+,Games,37,5,1
6865,"剑雨奇缘-万人同屏PK,唯美风仙侠",174546944,0.99,0,0,0,0,1.2.0,9+,Games,40,5,1
6866,Happy Oink,85111808,0,24,8,4.5,5,1.2.2,4+,Games,38,3,5
6867,【殺人現場へようこそ】推理サスペンス劇場/謎解き大人の脳トレゲーム,40120320,0,0,0,0,0,1.0.2,12+,Book,37,0,1
6868,GoldenMoji - Golden Retriever Emojis,43315200,0,27,3,2.5,2,1.5,4+,Utilities,37,3,1
6869,Stickman Basketball 2017,203829248,0,1835,1819,5,5,1.1.2,4+,Games,38,5,1
6870,Vulture Island,7023616,2.99,29,0,3.5,0,1.02,12+,Games,37,5,1
6871,Word Cookies!,113321984,0,287095,16109,4.5,4.5,1.2.6,4+,Games,38,5,1
6872,Icy Ropes,93580288,0,1931,183,4,4.5,1.12,4+,Games,37,5,0
6873,Science Girl - School Lab Super Star,111542272,0,196,196,4,4,1,4+,Games,38,5,11
6874,Cozmo ®,425026560,0,364,7,4.5,4.5,1.5.0,4+,Entertainment,35,5,1
6875,Love Engine,458687488,0,70,4,2.5,4.5,1.2,4+,Games,40,5,2
6876,Paintkeep - Turn Photo into Painting,31147008,2.99,63,7,4.5,4,4.5,4+,Photo & Video,37,5,13
6877,Hop,119472128,0,12079,7635,4.5,4.5,1.2,4+,Games,40,5,1
6878,蒼の彼方のフォーリズム‐ETERNAL SKY-,433170432,0,0,0,0,0,1.9.2,12+,Games,38,0,1
6879,アウト～まさか浮気してないよね？～【恋愛不倫探しゲーム】,40107008,0,0,0,0,0,1.0.5,9+,Book,37,0,1
6880,意味が分かると怖い話-この怖い話の意味分かる？【意味怖】,46541824,0,0,0,0,0,1.0.5,12+,Book,37,0,1
6881,Wappoi Room Escape,132481024,0,64,54,5,5,1.0.4,4+,Games,40,5,1
6882,My Town : Grandparents,451428352,2.99,87,87,4.5,4.5,1,4+,Education,37,5,1
6883,Civil War: 1865,209495040,1.99,14,7,4,4.5,1.2,12+,Games,38,5,1
6884,Table Speed,26798080,2.99,0,0,0,0,1.1.0,4+,Games,40,4,1
6885,Don't Grind,79020032,0,751,132,3.5,4,1.0.35,9+,Games,40,5,1
6886,Sephojis – Sephora Emoji Keyboard & GIFs,25596928,0,84,3,2.5,2.5,1.4,4+,Lifestyle,37,1,1
6887,Hexy!,146126848,0,51,1,2.5,2,1.2.4,4+,Games,37,5,1
